gen,family,species,sub_species,common_name,recordist,date,time,country,location,lat,lng,bird,file_name,weights,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,gmm_cluster,gmm_prob_0,gmm_prob_1,gmm_prob_2,gmm_prob_3,gmm_prob_4,gmm_prob_5,gmm_prob_6,gmm_prob_7,oscine_group
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2017-01-23,08:30,Australia,"Tully Falls National Park, Queensland",-17.7251,145.5325,353417,Colluricincla_rufogaster_353417_seg9.wav,0.0256410256410256,224.0794,-8.630781,14.507374,1.3132107,6.2762094,10.852467,-5.9424343,-1.8243186,-6.623012,0.8423399,1.811608,2.8170316,-1.7688246,-0.9501768,0.86871535,0.77896917,-1.9545661,1.1992629,3.0889318,1.6160823,-1.4512246,0.90918803,-1.7508441,-1.3962872,0.23982531,-0.9705993,-0.9872712,2.1559045,-0.8369941,-1.6150697,-2.104011,-0.5885178,0.2162407,-0.62929153,-1.6464424,-2.846758,-1.173268,3,1.1285036652590041e-10,0.012418442778665523,3.930432206440669e-08,0.9875815098651938,2.004487496764242e-09,1.722692845963935e-10,2.063003685702667e-09,3.6992091540118097e-09,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2017-01-23,08:30,Australia,"Tully Falls National Park, Queensland",-17.7251,145.5325,353417,Colluricincla_rufogaster_353417_seg8.wav,0.0256410256410256,224.7849,-5.8596587,-5.7024803,6.842085,9.47709,15.65674,6.1664505,-3.8200476,-9.8479395,-4.561831,-0.92759526,-0.6996844,-1.4970584,0.7757172,-5.788469,2.9979749,-1.5070509,-0.26005203,-0.43813723,0.86513156,-1.2765592,1.4943169,-0.4990598,0.6706254,-0.69526947,-0.710773,0.6443185,-1.3662665,1.323732,-2.2758484,-2.1936612,-0.9956564,1.0602858,-1.1470337,2.085693,-1.292408,0.59713304,3,1.4401005523868475e-15,4.981284415521042e-14,1.6200972893542637e-07,0.9999997787583115,1.2107980907763416e-08,4.0476691966322856e-11,1.2671522373512128e-08,3.4411928092490546e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-02,08:00,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,174135,Colluricincla_rufogaster_174135_seg1.wav,0.0256410256410256,230.57265,6.3315177,17.134052,-1.3620667,14.448369,5.0584283,-0.5921361,0.8438799,1.8684139,1.243998,0.025402455,5.248386,-2.4241042,-0.46515888,4.7297816,2.56442,2.718573,-2.0899632,5.838496,2.889651,-1.567949,0.14008068,-0.04884547,-1.2085251,1.8266089,-3.746303,-1.3690054,0.21141982,-1.7126805,2.0566528,-0.9588815,4.062589,4.9775577,-0.4730301,2.73559,1.960495,0.63540936,1,8.989129279016712e-12,0.9879172301644784,3.771007828014391e-07,6.716216021902784e-06,2.678815594885885e-08,1.1900619810009233e-05,0.012062944558489606,8.045432754068964e-07,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg10.wav,0.0256410256410256,246.97327,-4.1381345,15.192339,3.081324,5.271748,9.600056,-0.4267015,-13.943148,-2.6792803,3.1574004,5.886021,-2.9486554,10.659572,0.69741255,2.326871,4.291353,-1.4502442,2.8251212,-3.0468142,1.890402,0.1776016,-3.4267428,-0.28215873,0.9095982,-1.5627736,2.6683104,-0.32442302,3.0998824,-0.8140353,0.4000851,-0.23370852,4.8259587,1.5023365,-1.8172398,-1.630208,2.9621162,0.6356779,3,2.972771462148315e-13,0.00024224590059647913,0.003155349900998125,0.9923825886761676,2.580245097615224e-05,0.0005159470970787799,0.0035502051042766735,0.00012786086960692243,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg11.wav,0.0256410256410256,266.5427,-36.51629,1.9597185,-4.2874336,-1.9633582,11.928005,-7.2173357,-9.357857,-7.2504826,0.3811558,2.7226272,1.2652007,3.8197083,-0.6808471,1.9147922,-2.8845453,-7.643603,4.744768,0.8188998,-3.4396935,-0.26273698,6.1831203,0.9763641,0.42166823,1.7469258,1.8037016,-1.153471,-0.17194693,-2.5613382,-3.0784554,1.4565418,1.7868313,-0.33500254,3.908905,-3.424098,1.6672802,-1.5552201,1,0.0012454170025798833,0.9987284315247952,3.044349101043976e-10,3.6260556607639295e-08,2.588914974802592e-05,2.4962989442049538e-08,1.4741676737965727e-21,2.007948931083169e-07,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2023-02-09,07:00,Australia,"Mona Mona, Mareeba Shire, Queensland",-16.7524,145.609,816447,Colluricincla_rufogaster_816447_seg3.wav,0.0256410256410256,238.92558,12.4268465,14.12136,10.351855,3.064264,-3.2047188,-10.140094,4.1299644,3.918723,7.263759,-8.400204,0.34977522,-4.984744,-1.8305727,1.3742547,1.935339,4.094787,-0.7821306,7.6272244,-4.6209126,-4.96157,1.2327081,5.316629,-3.4420407,-1.2353472,-2.4919996,2.8631518,-1.2622215,2.603165,-1.5733284,-2.3748431,0.41319618,-2.14924,0.16674614,1.126296,-3.0988636,-2.1985383,6,2.5861439654007526e-20,0.023606743930017455,0.0011741920826236036,0.019165897684174284,1.8831486564297815e-07,0.03300439707009123,0.9230170703359617,3.151058226701701e-05,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg8.wav,0.0256410256410256,206.24184,11.133398,25.844793,5.715487,0.6748694,11.988155,-1.9870521,1.1320436,-4.029844,-2.7542446,0.6005867,6.070264,3.6588063,-1.6201131,1.3408167,2.236683,-2.8087282,0.39030573,1.1859993,1.9078097,1.2133051,0.01651812,3.7382345,-0.9870497,0.71037847,0.37795147,-0.2843622,2.2976503,0.12070439,2.597204,-1.203017,-1.1094927,0.5655204,-0.12198448,1.8834677,1.329689,-1.6127584,3,2.794476048002271e-09,0.020928801995656814,9.931559148672754e-06,0.9790612166015329,1.9109183916781403e-08,1.2624273848705179e-09,1.5152430136216854e-08,1.1525144367992579e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg9.wav,0.0256410256410256,250.23854,-14.53824,20.375816,-0.11073943,-4.6315947,13.458523,4.5092654,-7.3529963,-3.868179,1.3445826,-0.8999217,3.6349797,2.2592769,-6.9219065,0.97762936,-1.5314738,0.03772067,1.767071,3.5145159,0.5961578,-1.1593069,-0.9321592,3.2891526,0.8150922,0.9643969,0.06888502,-0.5154026,-0.101880066,1.068961,1.121096,0.11155319,0.9597955,4.3189054,1.6052837,-2.7331533,2.9779682,-2.4816854,1,2.1804264654397176e-05,0.9999686769190937,1.479987216966597e-07,8.396403324726387e-06,2.647579852968431e-07,6.204723551434191e-07,6.0985089133832135e-09,8.308535766131735e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,normani,Rufous Shrikethrush,Marc Anderson,2018-08-30,08:00,Australia,"Coen River, Oyala Thumotang National Park, Queensland",-13.6313,142.5723,439264,Colluricincla_rufogaster_439264_seg1.wav,0.0256410256410256,182.44171,15.462336,30.71641,14.783375,8.015952,10.509293,1.241309,0.48459154,-8.80931,4.765915,0.051544733,1.545497,0.1145297,3.546041,1.0701555,-0.32475752,0.20126152,0.73655283,0.53606284,0.7697197,3.0670426,0.12093438,-0.31223258,-0.9967258,1.7473203,-0.5395126,1.8613111,0.43215105,0.036679935,-0.15422031,-0.6553577,0.74179155,0.19754171,1.7399893,1.1191721,-1.1474571,-0.35945204,3,4.4256818426008315e-13,1.5391439984361135e-05,1.6934510902994721e-09,0.9999845521916207,1.2331770116772722e-11,6.796380730511145e-14,5.4624887134719215e-08,3.7214222594000654e-11,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg4.wav,0.0256410256410256,248.25616,-5.6584754,24.875605,-6.2004395,-5.2180576,7.6064653,-0.5774999,-1.1128316,0.22278999,1.8221769,-1.3014185,7.3258653,-2.1529565,-0.5309805,3.58044,1.4721872,0.36955512,1.280324,2.5057914,-2.5198586,-1.453854,1.4514976,3.3482456,-0.235389,0.8865717,2.4675326,-0.8403996,1.4666237,-1.3865073,1.8420091,-6.012634,3.4629545,0.5739021,1.8705177,0.49202633,-3.6178455,-1.9371789,1,2.0891587484264148e-08,0.9999893754395606,6.60393941612709e-09,2.5020774443665485e-06,2.795408056523608e-09,2.9042024967401148e-06,5.11605074057431e-06,7.193882154460356e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,rufogaster,Rufous Shrikethrush,Tom Tarrant,2020-05-11,08:30,Australia,"Dayboro, Moreton Bay Region, Queensland",-27.2012,152.8055,557442,Colluricincla_rufogaster_557442_seg2.wav,0.0256410256410256,267.9981,-9.210489,30.408978,-12.613152,-8.144353,-3.6545253,4.4668427,0.5808937,2.405634,1.4472889,7.7412663,-1.937864,-0.8658497,-2.3904407,-0.6040264,-0.7859424,-2.665421,3.8724031,3.6336303,-0.3479644,-0.59433776,-0.48267594,4.2243357,0.28010675,-3.1845639,2.2711396,-2.1689336,0.75349367,-1.3828416,4.6841216,-1.3565147,-2.1569657,-0.5291631,4.725216,0.19309616,2.2277393,0.64651597,1,9.885663862671445e-06,0.9999779761396531,7.601615932889675e-09,1.2325201969008441e-11,1.0612909991485004e-08,1.2041050260411108e-05,3.867592806946868e-08,4.024344151404192e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,rufogaster,Rufous Shrikethrush,Tom Tarrant,2020-05-11,08:30,Australia,"Dayboro, Moreton Bay Region, Queensland",-27.2012,152.8055,557442,Colluricincla_rufogaster_557442_seg3.wav,0.0256410256410256,277.54565,-5.456757,31.951515,-13.287314,-5.12371,-4.5609565,4.1140037,0.94491535,2.4371989,0.6358146,4.547372,-0.20793527,1.1859301,0.09809437,1.6526893,2.5024643,-3.5365887,2.0019917,1.978397,0.31135184,1.0320237,1.6908696,2.5197854,0.8315725,1.4442121,-1.2888588,-1.631075,2.4128153,0.93294966,3.2363844,-0.24671982,2.7031937,0.45265806,0.121694565,-1.6158819,-1.1965923,2.784308,1,5.275345797988384e-07,0.9999928507476752,4.710287083140474e-09,5.571376530039013e-09,3.8975032205551725e-10,2.709398276783056e-06,3.892214311820664e-06,9.43374303784326e-09,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg5.wav,0.0256410256410256,236.8059,-8.138311,24.657707,6.883155,-6.483081,11.556769,0.37497377,-6.8435335,-2.2005987,-0.008445765,1.7773825,3.0800638,1.1219453,-3.0304213,3.2912946,1.5536016,-4.0927,5.008642,0.72321624,-0.77100134,1.6026089,2.118645,0.7284491,-1.433138,-1.2119857,0.25683516,-1.2507457,2.8278959,4.52065,1.2814282,-0.37390572,0.21829876,-0.08874917,-3.084835,-0.53413296,-6.409086,-0.90606165,1,2.3265312785319297e-05,0.9999729700167473,1.0151922354137528e-07,2.7279629572279448e-06,6.550645908031707e-08,7.907791186303167e-07,1.8893114539920473e-12,7.890081625916608e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,normani,Rufous Shrikethrush,Marc Anderson,2018-08-30,08:00,Australia,"Coen River, Oyala Thumotang National Park, Queensland",-13.6313,142.5723,439264,Colluricincla_rufogaster_439264_seg2.wav,0.0256410256410256,217.04373,-7.295625,12.981233,4.277897,14.796918,11.794741,-4.1851645,-3.0606802,-7.0755663,0.7923808,1.9097042,3.2675915,0.37480423,3.163395,-3.048279,-1.737818,1.1971232,-0.05344954,0.5791717,-1.116686,1.5922158,2.2881534,3.168493,1.8712343,-0.08544401,-0.48070657,0.15419008,-0.8149095,-2.1894627,0.7624662,0.51729596,0.67606425,-0.2968564,2.5930557,0.4050703,-1.9438839,1.1195611,3,1.8390710363707784e-11,0.005358562165104647,5.834873172003154e-09,0.9946414280765283,1.4619390072617463e-09,1.8771888548597693e-11,9.115649669259087e-10,1.5128271545942382e-09,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg7.wav,0.0256410256410256,251.077,-3.3016953,12.454471,-6.0776587,3.2571595,5.482331,-5.138179,-3.0344737,-3.411575,7.1775846,-3.9160838,-5.8585677,2.1988661,-4.885512,-1.4485406,-2.4916818,-0.04059432,-3.744703,2.7042072,0.40808937,2.1565409,-1.6711463,4.170168,4.2954516,0.29358208,3.820362,2.1443255,-0.39438552,-1.6966267,-3.29782,-3.2792668,-0.85165393,3.2760935,-0.7994671,2.7361665,-3.323082,0.14537203,1,1.8890738453562436e-07,0.986338750543314,0.00017394937912102544,0.013459655600405174,1.3242440220826926e-06,9.293241995329644e-06,7.096997015788836e-06,9.741086744834682e-06,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,rufogaster,Rufous Shrikethrush,Tom Tarrant,2020-05-11,08:30,Australia,"Dayboro, Moreton Bay Region, Queensland",-27.2012,152.8055,557442,Colluricincla_rufogaster_557442_seg1.wav,0.0256410256410256,286.2688,-9.726508,20.981407,-14.486563,-8.79578,-2.3973663,6.7488327,1.724607,-1.6403097,5.069859,7.8987317,0.4395906,1.0447507,-0.48068315,0.82069767,-1.1507523,-1.235939,-2.7743063,3.7755566,-1.8849834,-1.7485195,-6.1840487,0.32858327,-1.7716165,0.51606536,-1.031209,-1.1685927,-0.5604758,-3.4886365,0.47976035,-1.4991068,2.064455,-0.48268628,0.8736954,-0.8317442,5.029007,-0.02610159,1,1.0403788187234232e-05,0.9998893118955818,2.5100208284189395e-09,5.681615904659589e-10,5.601289647393807e-08,9.73808766667948e-05,2.734903605280856e-06,1.0944488022781496e-07,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg6.wav,0.0256410256410256,247.88707,-14.15238,24.296751,-0.7529071,-5.5605655,16.264227,1.9698198,-7.83497,-5.3322344,-0.22184192,1.4109161,1.8798221,-0.5347793,-3.7713375,-4.561629,0.17337133,2.0086837,1.8535525,3.1938062,1.0829257,1.4380983,0.36243263,0.61409044,2.277327,-0.68667585,4.129811,-0.7067846,7.668048,2.1498475,2.9078922,-2.1173034,1.2879055,0.24294376,0.87433434,0.81995106,-3.215166,-0.3604393,1,9.773816823622864e-06,0.9999803447298837,1.4359242795575448e-08,2.932010690096731e-07,4.009854348990768e-07,8.779335403785488e-06,5.9529336064926886e-08,3.3404280544865334e-07,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2018-09-05,10:00,Australia,"Twin Bridges (near  Rossville), Cook Shire, Queensland",-15.8151,145.232,440069,Colluricincla_rufogaster_440069_seg4.wav,0.0256410256410256,239.36388,-6.7830915,24.459734,5.361093,5.282801,4.617644,-1.8396053,0.6908825,-0.5570439,5.720919,-5.183984,1.4635785,-2.1802683,0.25383106,0.7736804,-1.2755973,-1.5601588,0.6388497,0.37398502,0.1659325,-0.35468757,-1.3425591,1.5010744,-2.863506,0.34496343,-0.8038059,-1.674156,0.6262205,1.3313837,-1.2092835,0.68525165,4.339342,4.677129,-0.6405773,-0.87447643,-1.1398544,-0.8100302,1,1.8040692018915996e-07,0.9965982366949933,3.7844860191846055e-07,0.003395418592711823,1.7018346929164061e-09,2.91747031807413e-07,5.454861055849838e-06,3.7546851690789323e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg2.wav,0.0256410256410256,253.63753,-13.776823,22.684683,-8.360858,-6.1563244,8.928232,5.515744,0.0743328,-1.9612292,4.298097,4.776968,10.44585,-1.0188369,1.9078003,4.3997407,3.9465995,-2.11752,-0.6577293,4.258061,-1.2743083,2.3962138,-0.900503,1.8168463,-4.1614943,3.356443,-0.64627975,-2.3150263,3.834893,0.24303749,0.266804,-0.2798894,0.3063178,0.47632468,1.2748222,-2.4248724,-0.14680862,-0.6368589,1,1.2393100490432698e-07,0.9990652095726723,6.300988364879658e-09,1.9729776745253095e-05,8.324308542523092e-08,8.386229562718823e-05,0.0008287310936457635,2.253786230293391e-06,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,rufogaster,Rufous Shrikethrush,Tom Tarrant,2020-05-11,08:30,Australia,"Dayboro, Moreton Bay Region, Queensland",-27.2012,152.8055,557442,Colluricincla_rufogaster_557442_seg4.wav,0.0256410256410256,279.0201,-13.1437025,34.56882,-15.289382,-3.2809927,-3.8883698,4.405808,0.49808028,2.6343007,-0.7695856,6.003687,-0.017014695,2.4968016,-4.8498363,1.650249,3.8067133,5.352313,4.2274694,-0.10245932,-0.62424284,1.2802644,-2.245499,-0.11006407,0.1599134,-1.9137812,1.455938,-1.9199004,-0.02827997,1.1238745,-2.0981612,-1.3136528,1.5926147,2.3926916,0.16325569,0.092401505,-0.6951542,1.1033995,1,1.7650785335081128e-06,0.9998656902224862,1.87078079838414e-10,1.4669794842292634e-12,1.8446928187611698e-10,2.1485579035260656e-05,0.00011096864240177141,9.01045301598883e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,rufogaster,Rufous Shrikethrush,Tom Tarrant,2020-05-11,08:30,Australia,"Dayboro, Moreton Bay Region, Queensland",-27.2012,152.8055,557442,Colluricincla_rufogaster_557442_seg5.wav,0.0256410256410256,259.6467,8.959984,2.5315723,1.2146177,15.643973,-10.851597,4.430121,-14.079157,8.199363,5.7701116,-4.952172,-1.0958147,-4.5169373,-5.7186747,-1.203346,-1.7403821,3.007635,-2.0870233,3.886848,1.09413,2.5643346,2.104202,3.2594512,-1.47727,0.010788427,-5.216422,-0.14119595,-4.588276,1.4259876,-0.17533116,2.5697067,-0.5123744,-0.4553504,2.8262157,-1.110919,3.6960182,0.96791154,6,5.458251114266806e-17,0.24849385022321394,1.0019527769615178e-07,1.610770894589291e-10,4.683275369432583e-08,0.010352663612809605,0.7411521404154766,1.1985593919765193e-06,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2020-01-14,08:30,Australia,"Julatten, Mareeba Shire, Queensland",-16.5818,145.3467,527388,Colluricincla_rufogaster_527388_seg1.wav,0.0256410256410256,243.47685,5.988139,33.889885,20.531599,-7.411438,-4.653371,3.0691373,2.1194494,-1.3791635,3.210916,0.55384505,-8.238541,-3.5788703,-2.8080068,-3.9510608,-1.939141,3.375695,-0.043225635,4.069754,0.1905499,-1.4599085,-0.7261471,1.2719326,-3.3440356,-0.36046317,-0.01944397,-0.044956695,-2.623989,-1.9235693,1.5370623,-0.97579706,0.79817194,0.14687324,-1.1700363,-0.44876385,0.116054535,1.5676696,1,0.0026628854442182345,0.9963856475501834,1.1701578828742685e-07,0.0001299805704328696,6.541393232399466e-09,0.0008208959332736016,7.56712655306921e-08,3.9127344317295744e-07,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2013-11-12,07:30,Australia,"Daintree National Park (near  Kimberley), Queensland",-16.2423,145.4371,337539,Colluricincla_rufogaster_337539_seg3.wav,0.0256410256410256,262.0491,-17.892761,23.992062,-8.766594,-7.3246737,7.2939076,5.0445147,-2.0120704,0.2898933,-0.5208011,2.2957263,9.079556,-0.70466673,-0.24612509,3.9976847,2.9287207,-4.4040427,-1.1147584,2.6047924,-3.3850927,4.165809,2.427251,1.4662871,-2.4121313,2.2687643,1.103709,-1.0830362,2.777827,0.57235247,-1.2551349,-2.3450413,3.0990372,0.6312615,2.0704727,-0.13808537,0.7168102,-0.3113474,1,6.864458442544818e-07,0.9999978547711865,2.7879528878967514e-10,6.76338170768715e-09,9.056978379411044e-10,1.4442034008665405e-06,1.4020786740447046e-09,5.229613596716303e-09,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2018-09-05,10:00,Australia,"Twin Bridges (near  Rossville), Cook Shire, Queensland",-15.8151,145.232,440069,Colluricincla_rufogaster_440069_seg1.wav,0.0256410256410256,236.31097,-4.8117166,17.510616,1.124683,6.147047,6.7599177,-3.0902581,-2.9217114,-4.4409013,3.8399224,-2.7186773,1.1402196,-4.702332,-3.3233294,0.03227403,-2.512743,-0.8937473,-1.0240746,0.7377923,3.5354626,0.18124484,-2.1445076,1.3892946,-2.5168827,1.7074734,-2.7696123,-4.796654,-0.039860077,3.0809479,3.3568203,0.4849268,3.5360625,2.892528,0.18388557,-2.1057835,0.6837349,-0.9424535,1,1.2251719991709206e-06,0.9997838215807647,9.180420378381906e-07,0.0002128597782769641,3.5221217283540085e-07,3.373452956583808e-07,3.986229989590481e-07,8.724645526173778e-08,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2018-09-05,10:00,Australia,"Twin Bridges (near  Rossville), Cook Shire, Queensland",-15.8151,145.232,440069,Colluricincla_rufogaster_440069_seg3.wav,0.0256410256410256,229.26393,-2.034187,-4.643466,3.1230898,12.339308,13.573618,-3.1186037,5.2727904,-2.0674915,0.7856422,-6.526028,0.14392239,3.8575788,-3.9478388,-0.494236,-0.37983385,1.6193167,4.41143,2.293285,1.2413341,3.3861742,0.7553637,-4.5663843,-0.7090327,3.2886238,-0.7912315,1.2160366,-1.0309604,-2.3370726,0.37501264,-2.4879313,2.4784257,2.4634554,-3.6217785,-0.73353815,0.4558258,-0.98024833,3,3.473879322887173e-23,0.0013908677088139308,0.0005895711253161883,0.9588256830529203,4.0203710625385584e-05,6.08836273469554e-06,0.035480511658314236,0.0036670743812742277,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2018-09-05,10:00,Australia,"Twin Bridges (near  Rossville), Cook Shire, Queensland",-15.8151,145.232,440069,Colluricincla_rufogaster_440069_seg2.wav,0.0256410256410256,266.24356,-12.469784,-16.297009,5.7115183,12.622578,19.491962,8.3386345,-0.8779055,-5.478234,-5.5022473,-1.43732,-6.4849267,0.10855986,-5.147239,0.47350624,1.3783314,-0.78636,1.1451582,1.0967877,-1.6362351,-2.4291048,-3.1382465,-4.6320124,0.6238038,-1.4967093,0.64756274,10.58565,-3.924245,-0.19846393,3.0085335,-2.2324982,3.9763777,-4.585378,2.188221,1.3284683,-3.7389717,-1.3526806,7,1.21210637748679e-19,8.34743146662827e-13,0.0020566754923522727,4.917767179162878e-06,0.023580595492968745,0.05321711195168838,2.9971638835972256e-05,0.9211107276561411,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,,Rufous Shrikethrush,June Critchley,2019-02-11,08:55,Australia,"Rural View, Mackay Regional, Queensland",-21.0629,149.1587,484060,Colluricincla_rufogaster_484060_seg2.wav,0.0256410256410256,263.85367,-19.668491,29.065794,22.256474,6.6522,-10.187708,-2.5837502,4.0017514,-0.89830315,-4.317278,-3.7582202,-4.283109,-2.3210914,1.0588478,-0.55287457,-3.107538,0.7651369,1.0600251,0.9666559,-0.3181268,1.6717337,-0.14002985,-1.3435366,0.9806233,-2.3343384,0.5991405,1.2669619,4.6923757,3.3552363,-0.8827312,-1.2088915,1.4748424,-0.38553715,-1.2755737,-0.21432018,3.9257278,1.3840427,1,0.007729459942308769,0.5360031649211503,1.8890557903835945e-06,5.5110438506427e-07,6.864006947565471e-08,0.4562475177297596,1.3577916628283273e-12,1.734860517593467e-05,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2017-01-23,08:30,Australia,"Tully Falls National Park, Queensland",-17.7251,145.5325,353417,Colluricincla_rufogaster_353417_seg5.wav,0.0256410256410256,238.86243,-12.252621,12.054784,-4.6244884,6.9304366,9.513029,-2.181373,-6.735382,-4.021336,2.482815,0.7149445,3.1631958,0.3991393,-2.1293004,-3.933443,1.1275444,-1.2959243,0.79237854,0.7163853,-2.8042645,-1.2574794,-1.5759498,0.3475735,-2.2041457,0.6185429,0.98528284,-1.7744387,-0.8565134,3.2946408,0.23577935,2.1850517,3.0568771,-0.57609886,2.3627663,-0.012130737,1.4157295,-0.6685089,1,2.1342897994520221e-07,0.6281428867924378,3.926986122039658e-06,0.37185238366418744,6.955039025572586e-08,1.627818810993633e-08,1.2363459288414817e-07,3.796650999236302e-07,Oscines
Colluricincla,Pachycephalidae (Whistlers and Allies),Colluricincla_rufogaster,griseata,Rufous Shrikethrush,Marc Anderson,2017-01-23,08:30,Australia,"Tully Falls National Park, Queensland",-17.7251,145.5325,353417,Colluricincla_rufogaster_353417_seg4.wav,0.0256410256410256,249.71614,-13.429425,9.532755,-2.0950444,9.216056,4.5879264,-5.9625897,-3.938323,-3.839595,2.598069,3.6569805,0.052847445,-0.25138253,-2.5220926,0.055362556,0.82466835,0.2768885,-0.41324535,3.388899,1.354656,-2.9975595,0.46685958,0.75867796,-1.4462388,1.0117546,2.3937485,4.215424,-2.4551303,-0.1548089,1.9649224,-3.2244415,3.0507565,2.444885,0.6597862,1.7248845,1.6723099,-2.8297153,1,1.2610748706678189e-08,0.9893330473006421,3.1545082628162243e-07,0.010666331854838711,3.885231466294034e-08,7.019142378205326e-08,1.3519041249961094e-07,4.854879412698121e-08,Oscines
